account_id,arr,seat_count,tenure_months,contract_length_months,prior_discount_count,usage_trend_30d,feature_adoption_breadth,seat_utilization,support_tickets_90d,nps_score,treated_discount_offered,renewed,_true_causal_effect_logodds
22472,1724.0,12,25,36,1,-3.288,0.393,0.792,0,13.7,1,0,0.0
22473,28774.0,13,48,12,0,1.131,0.47,0.38,5,67.9,0,1,0.0427
22474,4870.0,20,20,24,1,0.096,0.896,0.791,1,44.9,1,1,1.5379
22475,11545.0,22,46,12,1,1.98,0.553,0.494,3,29.4,1,1,0.0008
22476,18260.0,13,46,12,1,0.173,0.345,0.719,1,51.4,1,1,0.5059
22477,26025.0,20,14,24,1,0.466,0.86,0.637,5,36.2,0,1,0.7788
22478,11866.0,20,45,36,0,0.941,0.161,0.086,3,12.1,1,1,0.1109
22479,10974.0,11,44,12,0,0.617,0.44,0.666,3,52.5,0,0,0.2927
22480,9907.0,18,59,12,1,-0.023,0.481,0.624,0,39.6,0,0,0.1133
22481,9566.0,13,26,24,1,-1.285,0.859,0.497,2,24.1,1,1,0.3478
22482,2718.0,15,44,24,1,-0.276,0.918,0.635,2,41.8,1,1,0.734
22483,11657.0,22,44,24,2,1.118,0.064,0.348,1,12.8,1,0,0.0663
22484,22117.0,18,36,12,1,-1.137,0.601,0.882,3,46.8,1,1,0.3858
22485,3912.0,15,39,12,0,-0.065,0.212,0.897,3,54.1,1,1,1.0646
22486,6371.0,12,32,24,0,-0.182,0.797,0.568,1,43.5,1,1,1.5607
22487,3381.0,11,51,24,0,-0.777,0.62,0.389,0,2.5,1,1,0.2242
22488,32294.0,9,20,12,1,1.135,0.703,0.231,2,71.0,1,1,0.1463
22489,47456.0,19,29,12,2,-1.796,0.752,0.889,3,33.7,0,1,0.0495
22490,21604.0,12,7,12,0,0.253,0.613,0.426,1,52.3,0,1,0.7119
22491,30224.0,9,6,12,1,-0.098,0.341,0.074,2,-13.6,0,0,0.8635
22492,24278.0,23,31,12,0,-0.937,0.348,0.741,3,27.1,0,1,0.7587
22493,2877.0,10,3,12,0,-0.365,0.71,0.928,3,-12.1,1,1,0.6505
22494,9495.0,8,19,12,1,1.406,0.442,0.401,4,51.8,0,1,0.0473
22495,3683.0,14,33,24,0,-1.446,0.881,0.69,4,34.1,1,1,0.1743
22496,4226.0,10,33,36,0,-0.068,0.83,0.787,1,56.6,0,1,1.4675
22497,116005.0,14,37,12,1,-0.326,0.573,0.654,2,66.1,0,1,1.2095
22498,25540.0,17,18,24,0,-0.535,0.369,0.344,1,82.2,1,1,1.4224
22499,1689.0,10,8,12,2,1.051,0.487,0.522,1,9.9,1,1,0.1159
22500,8015.0,11,48,12,0,0.912,0.504,0.404,2,35.8,1,1,0.0899
22501,8189.0,13,24,12,2,-0.437,0.6,0.851,2,30.7,1,1,1.6652
22502,38518.0,23,22,12,1,1.966,0.717,0.796,2,5.4,1,0,0.0026
22503,12033.0,14,8,24,0,0.122,0.628,0.528,2,57.8,1,1,0.8826
22504,2702.0,20,31,36,2,0.586,0.88,0.572,4,32.5,1,1,0.6838
22505,22389.0,14,46,12,0,-0.261,0.258,0.568,3,33.3,1,1,0.6108
22506,39158.0,14,47,12,1,0.43,0.515,0.65,4,6.3,1,1,0.32
22507,10682.0,14,51,24,0,-1.582,0.606,0.787,0,22.6,1,0,0.0251
22508,22047.0,13,19,12,0,0.018,0.223,0.408,0,30.7,1,1,1.5942
22509,1854.0,16,53,12,2,0.459,0.221,0.864,2,82.0,1,1,0.152
22510,2525.0,13,24,12,2,2.176,0.789,0.662,2,28.9,1,0,0.0007
22511,24169.0,25,13,12,0,0.419,0.519,0.843,0,19.1,1,1,0.808
22512,3041.0,23,16,12,0,-1.767,0.528,0.321,4,14.2,1,0,0.0515
22513,9609.0,12,44,24,0,-1.506,0.641,0.575,4,14.6,1,0,0.0692
22514,2585.0,12,38,36,2,1.487,0.401,0.512,0,59.7,1,1,0.0223
22515,5502.0,9,13,12,0,-0.674,0.867,0.73,0,-39.3,1,1,1.0071
22516,39288.0,12,31,12,1,0.592,0.598,0.683,2,48.1,1,1,0.6757
22517,5799.0,21,27,24,1,0.162,0.166,0.733,2,38.0,0,0,1.4702
22518,6192.0,9,58,12,0,-0.979,0.402,0.762,3,43.8,0,0,0.0594
22519,15117.0,13,28,24,0,0.619,0.416,0.749,2,70.6,0,1,0.6837
22520,13594.0,18,14,36,3,-0.432,0.377,0.64,2,-15.5,0,0,1.3371
22521,8326.0,15,41,12,1,-0.849,0.505,0.52,0,48.2,1,0,0.5276
22522,12872.0,7,10,12,0,0.609,0.386,0.182,2,69.6,1,0,0.4695
22523,12321.0,13,32,12,1,-1.005,0.41,0.368,2,22.4,1,0,0.6353
22524,10275.0,15,58,36,2,0.908,0.326,0.674,3,16.4,1,1,0.0251
22525,6127.0,20,58,12,0,-1.648,0.35,0.484,0,51.6,0,0,0.0075
22526,15564.0,13,52,12,0,-1.467,0.115,0.767,1,-17.4,1,1,0.0339
22527,23950.0,19,52,24,1,0.378,0.908,0.858,2,44.2,1,1,0.1984
22528,13923.0,14,13,12,0,1.311,0.388,0.301,3,0.8,1,1,0.0577
22529,13754.0,21,41,12,1,2.593,0.153,0.441,0,69.3,1,1,0.0
22530,26309.0,13,23,12,2,0.722,0.599,0.507,2,50.9,1,1,0.5518
22531,4967.0,13,10,12,0,0.696,0.455,0.382,2,6.7,1,0,0.3818
22532,5925.0,16,3,12,0,-0.564,0.545,0.753,5,34.3,1,0,0.5623
22533,20899.0,10,11,12,1,0.108,0.743,0.959,1,63.6,1,1,1.0842
22534,4435.0,15,15,12,1,0.576,0.647,0.186,5,-19.4,0,1,0.6514
22535,9046.0,20,51,24,2,1.825,0.318,0.574,1,57.8,1,1,0.0012
22536,15314.0,9,32,12,0,-0.25,0.751,0.537,3,-11.5,0,1,1.5559
22537,4570.0,16,20,12,1,-1.933,0.157,0.407,3,43.2,1,0,0.0269
22538,6234.0,17,40,24,0,-0.949,0.658,0.879,2,-4.6,1,1,0.4672
22539,6246.0,11,48,12,2,0.822,0.407,0.555,2,77.3,1,1,0.1172
22540,5510.0,19,14,12,2,-1.162,0.813,0.494,0,-10.0,1,1,0.3981
22541,2515.0,16,3,12,0,-0.247,0.815,0.839,5,4.9,1,1,0.6735
22542,8022.0,21,26,12,1,-0.021,0.178,0.637,0,26.2,1,1,1.7062
22543,4086.0,16,40,12,1,0.517,0.445,0.222,1,44.8,1,0,0.4987
22544,3295.0,13,13,24,1,-0.777,0.769,0.69,3,15.2,1,1,0.8669
22545,53662.0,12,46,12,0,0.539,0.666,0.722,2,89.3,1,1,0.2875
22546,12059.0,15,56,12,0,-0.478,0.678,0.306,0,68.3,1,0,0.1661
22547,6257.0,16,35,12,1,-1.136,0.352,0.452,1,17.9,1,1,0.4078
22548,15858.0,10,56,24,2,1.442,0.165,0.593,0,39.5,1,1,0.0044
22549,38896.0,10,19,12,1,-0.032,0.917,0.671,1,33.9,0,0,1.6372
22550,4924.0,14,35,24,1,0.771,0.795,0.786,5,8.4,1,1,0.3714
22551,11716.0,16,42,12,0,0.985,0.302,0.761,3,68.1,1,1,0.1245
22552,16257.0,19,22,24,2,1.346,0.11,0.31,1,41.2,1,1,0.0644
22553,13751.0,16,29,36,1,-1.113,0.844,0.769,1,70.0,1,1,0.5346
22554,3451.0,12,52,12,1,0.313,0.707,0.403,1,63.1,0,1,0.2186
22555,30618.0,19,17,12,1,0.542,0.435,0.27,3,74.8,1,1,0.7513
22556,9758.0,12,21,12,1,-0.425,0.607,0.233,3,39.8,1,1,1.6448
22557,5636.0,8,27,36,0,1.075,0.669,0.627,2,37.8,1,0,0.1846
22558,36978.0,21,30,12,0,0.32,0.195,0.585,5,23.9,0,0,1.1418
22559,40987.0,14,15,36,3,2.394,0.302,0.808,5,19.6,1,0,0.0001
22560,7963.0,7,11,12,3,-0.615,0.333,0.413,2,-25.7,1,1,0.9732
22561,19658.0,17,31,12,1,1.901,0.694,0.127,2,64.0,1,1,0.0035
22562,29907.0,20,16,36,1,-1.632,0.078,0.481,2,49.1,1,0,0.0906
22563,4530.0,8,50,36,0,-1.667,0.094,0.165,2,21.0,1,0,0.0201
22564,8727.0,11,8,12,1,-0.436,0.542,0.853,2,73.8,0,1,0.943
22565,2031.0,14,49,12,1,0.59,0.652,0.328,3,25.4,1,0,0.1887
22566,35011.0,16,11,24,0,-1.409,0.351,0.581,2,-13.0,1,0,0.1622
22567,12253.0,12,47,12,0,1.548,0.136,0.511,1,62.5,1,1,0.008
22568,12315.0,15,25,36,1,0.811,0.732,0.749,0,51.2,1,1,0.4347
22569,23276.0,15,14,12,3,-0.158,0.656,0.465,0,26.9,1,1,1.4379
22570,5518.0,14,56,24,1,0.68,0.028,0.588,3,18.2,1,1,0.0631
22571,16802.0,19,13,24,1,-0.006,0.89,0.857,2,22.3,0,0,1.3057
22572,14364.0,19,42,12,1,1.091,0.211,0.955,1,10.5,1,1,0.0865
22573,5406.0,15,35,12,1,0.402,0.43,0.486,3,-13.9,0,1,0.8313
22574,15904.0,14,48,12,0,0.16,0.713,0.86,5,81.9,0,1,0.4179
22575,6841.0,12,20,12,0,0.373,0.14,0.448,3,42.0,1,1,1.1019
22576,48268.0,15,52,24,0,-0.784,0.073,0.67,1,21.4,1,0,0.1962
22577,9874.0,13,10,12,2,-1.131,0.335,0.576,1,47.7,1,0,0.3496
22578,26474.0,20,33,12,0,-0.378,0.604,0.342,1,48.4,1,1,1.4387
22579,3950.0,22,56,12,0,0.06,0.771,0.419,3,9.4,1,1,0.1684
22580,5792.0,15,52,12,2,0.13,0.776,0.56,1,32.6,1,1,0.271
22581,9654.0,14,28,12,1,-0.465,0.376,0.614,0,59.7,1,1,1.5758
22582,7147.0,13,35,36,3,-0.844,0.68,0.638,1,26.7,1,1,0.7734
22583,14007.0,16,24,12,1,-0.459,0.765,0.485,0,7.0,1,1,1.6401
22584,11320.0,22,7,12,1,-1.644,0.714,0.553,2,24.4,0,1,0.0523
22585,30929.0,15,4,36,2,0.83,0.217,0.682,5,9.5,0,0,0.1694
22586,11599.0,13,9,12,2,-0.732,0.47,0.523,4,33.8,1,0,0.7374
22587,9441.0,16,34,24,0,-1.351,0.236,0.235,1,-23.1,1,0,0.2289
22588,15276.0,15,59,24,1,-0.154,0.631,0.701,1,9.9,1,1,0.118
22589,23272.0,25,43,12,1,-0.59,0.872,0.815,0,43.5,0,1,0.6532
22590,29803.0,15,6,12,2,0.097,0.255,0.766,0,-1.9,1,1,0.7751
22591,6012.0,19,41,12,0,1.029,0.377,0.649,1,-9.3,1,1,0.1163
22592,5216.0,8,33,24,0,1.22,0.267,0.566,3,14.7,0,0,0.0914
22593,12553.0,12,43,12,1,0.313,0.418,0.267,2,6.1,1,0,0.5598
22594,18209.0,27,31,12,0,-3.002,0.763,0.407,1,3.6,1,0,0.0
22595,16275.0,11,39,12,1,-0.719,0.853,0.696,3,68.1,1,1,0.7509
22596,8157.0,16,49,24,1,2.247,0.753,0.443,3,-7.5,1,1,0.0001
22597,5475.0,13,49,24,3,0.341,0.605,0.83,1,2.4,1,0,0.2989
22598,8725.0,15,36,12,0,-0.245,0.648,0.856,5,70.2,1,1,1.3034
22599,34285.0,20,33,24,0,-0.288,0.727,0.435,1,4.0,1,1,1.4875
22600,15007.0,12,43,24,1,1.038,0.76,0.897,1,19.8,1,1,0.0961
22601,7836.0,18,27,24,0,0.883,0.32,0.815,2,35.9,1,1,0.3464
22602,4143.0,14,41,24,1,-0.471,0.721,0.664,2,29.1,1,0,0.8553
22603,18115.0,12,11,24,1,0.66,0.641,0.692,1,3.9,1,1,0.4431
22604,3545.0,13,33,12,0,0.117,0.448,0.757,5,4.9,1,1,1.3075
22605,16499.0,15,38,24,2,-0.565,0.801,0.799,1,-2.1,1,1,0.9679
22606,13524.0,14,54,24,0,-1.878,0.278,0.233,2,23.9,1,0,0.0049
22607,10816.0,21,32,24,1,0.55,0.774,0.568,4,45.9,1,1,0.7145
22608,14841.0,13,13,24,0,1.324,0.248,0.895,1,76.5,1,0,0.0546
22609,11298.0,16,27,12,0,-0.94,0.444,0.576,1,13.3,1,0,0.824
22610,30016.0,13,45,12,0,1.317,0.937,0.666,1,-3.1,0,0,0.0276
22611,9628.0,26,27,12,1,-1.064,0.661,0.405,2,83.1,1,1,0.6253
22612,16384.0,13,26,12,0,-1.253,0.688,0.684,5,25.4,1,1,0.3821
22613,20333.0,14,36,12,1,0.772,0.399,0.49,4,35.3,1,0,0.3524
22614,24599.0,14,34,24,0,-1.114,0.496,0.255,2,-3.5,1,0,0.4519
22615,15078.0,18,19,12,1,0.263,0.287,0.351,2,65.7,1,1,1.2646
22616,11912.0,13,8,12,0,-0.092,0.582,0.972,2,14.3,1,1,1.0026
22617,5806.0,13,36,24,0,-0.013,0.486,0.369,3,15.0,1,1,1.245
22618,50421.0,20,34,24,1,-0.263,0.398,0.434,2,40.5,1,1,1.4333
22619,5441.0,11,3,12,2,0.317,0.733,0.78,2,62.3,1,1,0.4662
22620,11432.0,20,18,12,2,-1.342,0.567,0.789,2,-24.4,1,0,0.2718
22621,15794.0,15,8,24,2,-1.016,0.572,0.759,1,86.6,1,0,0.4039
22622,51535.0,19,55,12,1,2.397,0.462,0.563,0,31.2,1,1,0.0
22623,25031.0,10,8,36,3,0.036,0.292,0.548,1,-25.7,1,1,0.9434
22624,12667.0,15,32,36,1,-1.097,0.825,0.473,2,65.6,0,0,0.5112
22625,19865.0,16,26,24,0,-0.619,0.694,0.92,1,30.6,1,0,1.3975
22626,5065.0,15,45,12,1,0.471,0.64,0.469,1,23.0,0,1,0.3618
22627,54428.0,14,16,36,1,-1.022,0.31,0.8,2,80.5,1,1,0.6103
22628,10484.0,25,15,12,0,0.853,0.362,0.786,1,55.8,1,1,0.3224
22629,5021.0,8,27,12,1,1.198,0.735,0.77,4,11.0,1,1,0.117
22630,31513.0,11,43,24,1,-0.727,0.36,0.504,2,24.3,1,0,0.5491
22631,3831.0,15,57,12,1,1.315,0.257,0.617,0,-6.5,1,0,0.0066
22632,14497.0,13,13,12,0,-0.152,0.179,0.243,2,25.5,1,0,1.3712
22633,26938.0,13,13,12,1,-0.418,0.222,0.707,1,-15.9,0,1,1.2876
22634,3545.0,13,26,12,1,1.185,0.727,0.63,0,76.2,1,1,0.1243
22635,35306.0,15,47,12,1,-0.68,0.302,0.855,1,11.2,1,1,0.4033
22636,30317.0,14,24,12,0,-0.79,0.262,0.665,3,42.7,1,1,1.11
22637,3875.0,11,13,12,0,0.456,0.7,0.409,0,16.5,1,1,0.7561
22638,2474.0,18,47,12,1,1.609,0.666,0.874,1,23.0,1,1,0.0059
22639,30404.0,18,48,24,2,0.701,0.814,0.703,2,45.7,1,1,0.1619
22640,25764.0,21,4,24,0,0.681,0.709,0.492,2,8.0,1,1,0.2516
22641,2672.0,21,17,12,3,0.626,0.113,0.376,0,40.3,0,1,0.626
22642,42367.0,18,39,12,0,0.375,0.278,0.375,0,51.0,1,1,0.6894
22643,37605.0,17,42,36,0,0.153,0.127,0.539,1,11.9,1,1,0.7369
22644,21601.0,25,21,12,0,0.828,0.367,0.544,0,34.5,1,1,0.4061
22645,1388.0,16,11,12,3,0.99,0.577,0.392,3,63.2,1,1,0.1731
22646,26333.0,13,34,12,0,-1.106,0.451,0.618,2,51.2,1,1,0.4605
22647,4156.0,19,32,12,1,-0.517,0.728,0.874,2,0.0,1,1,1.3582
22648,4229.0,12,13,24,1,1.573,0.491,0.878,1,6.1,1,1,0.0175
22649,5463.0,24,9,12,0,-1.289,0.685,0.444,0,84.6,0,1,0.21
22650,74159.0,16,9,12,0,-0.58,0.602,0.519,1,26.4,1,1,0.8937
22651,9996.0,20,28,12,1,0.945,0.694,0.527,3,39.6,1,1,0.2812
22652,13332.0,15,52,36,0,-0.21,0.592,0.502,0,-2.8,1,1,0.3152
22653,8335.0,13,56,24,0,1.098,0.022,0.739,2,-18.0,0,1,0.0178
22654,12202.0,16,32,12,0,0.362,0.795,0.909,2,37.5,1,1,1.0063
22655,7626.0,11,56,12,1,0.187,0.292,0.631,2,48.0,1,1,0.1502
22656,3968.0,18,10,12,0,1.068,0.267,0.755,1,15.6,1,1,0.1248
22657,9151.0,27,35,12,1,-0.517,0.75,0.145,4,48.1,0,1,1.1969
22658,12122.0,13,32,12,0,-0.592,0.405,0.203,2,30.6,1,1,1.2614
22659,6320.0,15,3,12,0,-1.418,0.748,0.606,2,16.3,1,1,0.0861
22660,24052.0,12,20,24,1,0.415,0.676,0.834,1,44.3,1,1,1.0272
22661,5883.0,12,28,12,1,0.645,0.859,0.629,2,42.9,0,0,0.6447
22662,14844.0,20,20,12,1,-0.686,0.335,0.414,2,24.9,1,1,1.2511
22663,45075.0,18,51,24,1,1.241,0.674,0.478,3,43.9,0,1,0.0199
22664,6173.0,14,6,12,1,-2.036,0.71,0.824,4,36.0,1,1,0.0081
22665,24144.0,12,12,12,1,0.635,0.185,0.647,3,16.8,1,1,0.4962
22666,8690.0,20,57,24,0,-1.663,0.221,0.591,2,68.5,1,1,0.0082
22667,9494.0,12,21,24,1,-0.509,0.231,0.475,2,6.6,1,1,1.5448
22668,7608.0,13,12,36,0,-1.016,0.659,0.197,3,27.9,1,1,0.518
22669,43453.0,16,9,12,0,-0.091,0.609,0.504,4,46.1,1,1,1.0739
22670,4129.0,14,29,12,1,0.115,0.801,0.709,6,37.1,1,1,1.4839
22671,23290.0,16,27,12,1,1.538,0.851,0.423,4,18.0,0,1,0.0266
22672,15045.0,11,41,12,0,0.071,0.447,0.205,3,49.2,1,1,0.8554
22673,6174.0,10,29,12,1,0.797,0.128,0.548,2,51.4,1,0,0.4284
22674,10106.0,10,7,36,1,0.19,0.348,0.889,3,20.1,1,1,0.7666
22675,22929.0,16,49,24,1,-1.072,0.356,0.94,4,66.1,1,0,0.1562
22676,1240.0,18,18,12,1,0.738,0.733,0.546,0,43.9,1,1,0.4896
22677,24503.0,14,59,36,1,-0.753,0.318,0.888,2,64.3,1,0,0.0774
22678,6446.0,17,42,24,2,-0.218,0.824,0.643,3,49.0,1,1,0.8758
22679,22392.0,14,39,24,1,-0.354,0.499,0.519,3,6.3,1,1,1.0562
22680,24914.0,22,4,12,1,-0.455,0.555,0.374,2,14.7,1,1,0.6759
22681,16996.0,15,49,12,1,-0.383,0.139,0.645,1,39.4,1,0,0.4283
22682,23416.0,11,14,12,1,-0.04,0.806,0.562,1,-2.5,1,1,1.3908
22683,13888.0,16,22,12,0,-2.155,0.707,0.643,2,43.7,1,1,0.0088
22684,5047.0,14,6,12,0,0.306,0.622,0.922,1,37.9,1,1,0.6138
22685,77498.0,19,34,12,1,0.737,0.723,0.905,2,23.6,1,1,0.4253
22686,3570.0,20,17,24,1,-0.872,0.647,0.59,0,-2.3,1,1,0.8614
22687,10351.0,19,5,36,1,0.251,0.54,0.413,3,23.9,0,0,0.6086
22688,5611.0,14,4,24,0,-0.013,0.86,0.322,0,43.1,1,1,0.7051
22689,43406.0,15,13,12,0,-0.69,0.268,0.411,1,43.6,1,1,0.9853
22690,7683.0,14,26,36,0,0.734,0.795,0.672,2,18.6,1,0,0.5309
22691,24713.0,15,43,12,1,0.662,0.868,0.497,1,12.7,0,0,0.2878
22692,5522.0,18,51,24,0,-0.587,0.796,0.659,4,-1.7,1,0,0.2892
22693,2541.0,13,30,12,0,0.566,0.666,0.612,1,56.2,0,1,0.7352
22694,16643.0,12,7,12,0,-1.518,0.83,0.793,3,26.5,1,0,0.0847
22695,5270.0,12,50,12,3,0.976,0.552,0.705,0,49.3,1,1,0.0587
22696,12660.0,14,14,24,1,-0.92,0.267,0.545,4,59.2,1,0,0.7011
22697,4640.0,11,30,12,0,-1.079,0.524,0.624,1,53.2,0,1,0.568
22698,2372.0,8,26,12,2,0.058,0.495,0.783,2,6.4,0,1,1.6261
22699,8541.0,16,28,24,0,2.173,0.368,0.833,2,-9.7,1,1,0.0007
22700,1284.0,14,14,12,0,2.226,0.669,0.416,1,52.8,1,1,0.0004
22701,9810.0,16,50,24,0,-2.403,0.817,0.778,1,46.9,1,1,0.0005
22702,11806.0,15,19,12,0,1.996,0.655,0.47,2,63.4,1,0,0.0021
22703,7065.0,17,37,12,0,-1.786,0.81,0.742,2,24.7,1,1,0.0377
22704,14612.0,17,42,12,1,0.832,0.735,0.651,1,5.4,1,1,0.1995
22705,15189.0,20,46,36,0,0.377,0.29,0.538,1,51.9,1,1,0.3869
22706,7611.0,12,34,12,2,-0.916,0.319,0.759,3,24.7,1,0,0.707
22707,2028.0,16,52,24,0,0.277,0.366,0.437,0,21.5,1,1,0.2297
22708,15131.0,16,26,24,0,-2.132,0.823,0.722,0,10.1,1,1,0.01
22709,20080.0,17,44,24,2,-0.557,0.255,0.814,2,67.3,1,1,0.6198
22710,26331.0,9,10,24,0,-1.336,0.489,0.271,2,78.9,1,1,0.1937
22711,22572.0,20,33,12,0,-0.145,0.342,0.857,0,32.1,1,1,1.4972
22712,19382.0,15,4,12,1,-0.153,0.523,0.325,5,14.4,1,0,0.7378
22713,3035.0,18,51,12,0,0.343,0.21,0.723,2,28.0,1,1,0.2364
22714,4668.0,16,5,24,1,0.634,0.172,0.561,4,27.2,1,1,0.3068
22715,10133.0,16,10,24,0,0.122,0.61,0.261,2,33.9,0,1,1.0081
22716,43305.0,16,54,36,0,1.845,0.733,0.361,2,25.1,1,1,0.0007
22717,7564.0,15,53,36,2,-1.056,0.764,0.703,1,58.8,0,1,0.1005
22718,6055.0,18,27,24,2,-1.246,0.853,0.81,2,-6.9,0,0,0.3866
22719,5181.0,18,35,12,1,-1.063,0.885,0.578,0,62.3,1,0,0.4893
22720,5160.0,11,11,12,1,-2.075,0.576,0.124,3,32.0,1,0,0.0093
22721,18744.0,11,41,12,2,-0.634,0.427,0.763,2,68.7,1,1,0.7289
22722,12670.0,18,11,24,0,0.442,0.552,0.561,1,-34.8,1,1,0.6976
22723,22165.0,21,27,24,0,0.008,0.501,0.789,3,-10.2,1,1,1.6617
22724,4711.0,17,4,36,1,-0.177,0.246,0.79,1,-0.8,0,1,0.7395
22725,23587.0,14,34,12,0,-0.169,0.445,0.656,5,58.6,1,1,1.4394
22726,11898.0,14,4,24,0,0.149,0.512,0.728,2,22.9,1,1,0.6246
22727,33133.0,16,13,36,0,-0.157,0.296,0.345,6,12.3,1,0,1.372
22728,15002.0,16,57,12,0,0.835,0.231,0.573,0,38.4,1,0,0.0361
22729,6853.0,10,21,24,1,-1.931,0.496,0.785,1,19.0,0,1,0.0275
22730,7272.0,15,41,24,0,-1.539,0.601,0.342,2,26.6,1,0,0.0785
22731,47851.0,14,32,24,0,0.017,0.729,0.44,1,16.8,1,1,1.4623
22732,34566.0,18,57,12,1,-0.848,0.33,0.537,1,-4.7,1,1,0.0893
22733,18779.0,16,45,12,1,1.782,0.361,0.448,0,32.1,1,1,0.0029
22734,3475.0,14,11,12,0,0.591,0.696,0.704,1,50.0,1,1,0.5189
22735,6793.0,13,12,12,2,-1.692,0.647,0.943,3,28.5,1,1,0.0594
22736,6086.0,14,19,24,1,0.172,0.167,0.719,0,22.0,1,1,1.4055
22737,2538.0,14,28,24,0,-0.958,0.664,0.863,0,-8.8,1,1,0.7813
22738,1665.0,17,34,12,0,0.03,0.882,0.689,0,24.2,1,1,1.3389
22739,31061.0,14,53,24,0,-2.269,0.68,0.713,2,45.5,1,1,0.0007
22740,20119.0,8,5,12,1,-0.253,0.216,0.824,1,15.3,0,0,0.8038
22741,5944.0,20,38,12,0,-1.106,0.602,0.498,4,0.6,1,0,0.3726
22742,48040.0,16,12,12,0,-0.45,0.286,0.313,0,74.3,1,1,1.198
22743,22352.0,16,13,12,4,0.279,0.627,0.691,2,70.0,1,1,0.9999
22744,3139.0,12,9,24,0,-0.846,0.399,0.854,3,91.9,1,1,0.6119
22745,18971.0,17,9,36,1,0.55,0.26,0.57,2,34.3,1,1,0.4998
22746,2400.0,18,48,24,0,0.836,0.146,0.646,5,42.4,0,1,0.1126
22747,21017.0,16,15,12,1,-1.182,0.219,0.677,3,48.3,0,0,0.3943
22748,7515.0,7,43,12,1,0.5,0.73,0.497,1,52.4,1,0,0.4084
22749,10072.0,11,58,24,0,2.417,0.96,0.44,3,43.4,1,0,0.0
22750,56170.0,19,16,36,0,-0.001,0.165,0.807,1,63.1,1,1,1.4774
22751,4342.0,9,4,12,1,-0.542,0.329,0.531,2,-2.7,1,0,0.6291
22752,3849.0,22,34,24,0,0.065,0.913,0.407,0,27.0,1,1,1.3071
22753,25701.0,17,9,24,0,0.673,0.138,0.61,0,23.0,1,1,0.3788
22754,37086.0,17,3,12,2,-0.672,0.374,0.475,1,16.8,1,0,0.4956
22755,3447.0,13,34,12,1,0.933,0.832,0.646,1,40.9,1,1,0.2422
22756,6365.0,16,47,12,3,-0.302,0.25,0.448,3,44.9,1,1,0.5477
22757,3169.0,9,9,12,0,1.627,0.408,0.691,1,-0.7,0,1,0.0106
22758,10763.0,18,33,24,2,-2.387,0.94,0.363,0,51.3,1,0,0.002
22759,18993.0,14,25,24,0,-0.371,0.634,0.501,3,47.8,1,1,1.7241
22760,24712.0,14,12,12,1,0.067,0.412,0.835,2,25.5,1,1,1.1842
22761,26597.0,13,52,12,1,0.236,0.532,0.888,1,28.6,1,1,0.242
22762,14281.0,28,19,36,2,0.117,0.595,0.118,1,9.1,1,1,1.4806
22763,27649.0,15,53,24,0,1.468,0.498,0.293,0,35.8,1,1,0.0058
22764,33054.0,13,31,12,1,1.237,0.497,0.243,8,52.5,1,1,0.0917
22765,24352.0,16,39,12,0,0.121,0.715,0.499,1,17.1,0,1,0.946
22766,26297.0,18,12,12,1,1.864,0.564,0.733,2,-9.7,0,1,0.0035
22767,38513.0,8,23,12,1,-0.426,0.434,0.823,2,-11.1,0,0,1.6733
22768,4986.0,20,18,12,0,0.654,0.567,0.781,1,-5.4,1,1,0.6041
22769,43373.0,21,32,36,0,-0.229,0.555,0.529,1,-6.7,1,1,1.5596
22770,5288.0,14,19,12,0,0.254,0.211,0.83,1,7.2,0,1,1.2796
22771,9377.0,14,59,24,0,1.227,0.495,0.253,1,57.8,1,1,0.007
22772,10135.0,12,4,24,0,-1.481,0.317,0.617,1,64.0,0,0,0.0756
22773,7762.0,31,16,12,1,0.729,0.368,0.785,3,51.5,1,1,0.4714
22774,37575.0,11,3,12,0,1.436,0.917,0.813,2,42.1,1,1,0.0164
22775,6425.0,14,49,24,0,1.45,0.572,0.342,3,15.0,0,1,0.0102
22776,11964.0,13,55,12,0,-0.037,0.707,0.852,3,57.4,1,1,0.205
22777,3947.0,10,8,12,1,1.276,0.902,0.768,1,-13.1,1,1,0.0494
22778,26548.0,20,3,12,0,0.362,0.79,0.786,2,34.5,1,1,0.4358
22779,7200.0,22,51,12,3,0.893,0.728,0.396,1,8.3,1,0,0.0678
22780,3762.0,13,48,12,0,-0.174,0.833,0.766,2,-4.5,1,0,0.5
22781,18571.0,20,30,24,1,-0.011,0.766,0.427,0,-31.8,1,1,1.5814
22782,27174.0,14,48,24,0,0.011,0.59,0.38,0,57.2,1,1,0.4705
22783,1039.0,21,19,36,0,0.623,0.432,0.374,2,39.0,1,1,0.6644
22784,3716.0,14,3,12,0,0.636,0.553,0.872,2,53.1,1,1,0.2561
22785,4133.0,13,31,24,2,0.512,0.153,0.614,1,3.7,1,1,0.798
22786,23853.0,18,42,12,3,-0.448,0.724,0.689,0,20.2,1,1,0.8047
22787,4634.0,8,30,12,1,-1.1,0.913,0.528,0,54.1,1,1,0.5395
22788,13707.0,12,43,12,0,-0.122,0.094,0.633,1,34.9,0,1,0.8001
22789,12215.0,17,7,24,1,-1.394,0.547,0.525,1,30.5,1,0,0.1306
22790,70639.0,14,58,24,0,0.465,0.371,0.504,1,29.4,1,1,0.0747
